,t,q_1,q_2,q_3,q_4,q_5,q_6,camera_x,camera_y,camera_z,camera_roll,camera_pitch,camera_yaw,f_1,f_2,f_3,f_4,f_5,f_6,f_7,f_8,desired_f_1,desired_f_2,desired_f_3,desired_f_4,desired_f_5,desired_f_6,desired_f_7,desired_f_8,noise_1,noise_2,noise_3,noise_4,noise_5,noise_6,noise_7,noise_8
0,0.0,9.361875081825843e-06,-0.3926333301083327,1.9634954084936185,7.252088425691028e-05,-1.5707955582218611,2.220446049250313e-15,0.4463258536086648,0.16906234102687412,0.592161801541222,-3.141307158888575,0.00012241039484984628,1.5708380808617421,151.05680171461992,65.33125101459177,125.87013282532881,39.357242522060154,99.61686642657749,65.28622076991928,125.57983164052372,91.74980368251668,149.0,145.0,125.0,121.0,101.0,145.0,125.0,169.0,-0.3559562591136578,-0.22597224994857068,0.45065716989808824,-0.22328182250913808,0.18077620101356612,-0.2776890045168014,0.16707366679014607,0.19258041797634876
1,0.05,-0.003368415804977154,-0.3937713593204344,1.9613115396722902,-5.123777195725765e-05,-1.5682000745885585,-0.002920128548403511,0.44657651729285686,0.16778940066296955,0.5941646619721525,3.1384191064198887,-0.002473566163112079,1.570384834118014,151.62712756045258,66.62941569161231,125.1165559357705,41.27013412627273,99.80954134606728,66.39221681925954,125.10686283157263,92.45587271893804,149.0,145.0,125.0,121.0,101.0,145.0,125.0,169.0,0.3159321145322776,0.039282864287828435,-0.3834440642294892,0.42071327685187887,0.16326983555102592,-0.28847151726053366,-0.3931371684273667,0.024054537119847216
2,0.1,-0.0057282448784459206,-0.3933434579430197,1.9584397815156285,5.826919503348904e-06,-1.5662351091729523,-0.0048741753812620026,0.44743609107276144,0.16691445388365925,0.5959145700257973,3.1360197054903454,-0.004422771671803182,1.5699950109577454,151.0611807193564,67.8320953043586,125.64328515196924,41.59015320274249,100.20454480872552,67.88354535732903,125.61054193871091,93.30172687788694,149.0,145.0,125.0,121.0,101.0,145.0,125.0,169.0,-0.21766543448977144,0.2244029966662954,0.11901330730904609,-0.31470116618954014,0.3615215529115737,0.22463062864685188,0.004016027002655349,-0.07255335243935433
3,0.15000000000000002,-0.009028611597943215,-0.39444204703422514,1.9564521141253595,-0.00023168458433886485,-1.5637123468046736,-0.007779272741107235,0.4476692753979973,0.16567318452922028,0.5977774940780765,3.1326613196786277,-0.006904404497042513,1.5696367781459863,151.14257103235167,68.36371468052991,125.37308720135435,42.98613079895572,100.2746350280409,69.1458656461511,125.97938598047298,93.98852586741062,149.0,145.0,125.0,121.0,101.0,145.0,125.0,169.0,-0.0647933087335994,-0.19054888536156117,-0.17272176550724552,-0.06455146225286111,0.274635028040903,0.4144930971314795,0.3424927765894925,-0.22312461802627048
4,0.2,-0.011812698011539169,-0.3949925765005222,1.9543552294387947,-0.00047523760322620845,-1.5614946853041891,-0.010420659279951394,0.4480798231937076,0.16463215349807575,0.5994716164427698,3.1297282937727635,-0.009067289737564706,1.5695407052207713,151.21599783273857,69.47061321289908,125.52874307143563,44.166461872138306,100.46452196463623,69.51180281082553,125.6788826086174,95.06824390784787,149.0,145.0,125.0,121.0,101.0,145.0,125.0,169.0,-0.018835826752630243,-0.044063890819120134,-0.22571237410891898,0.03774900085118083,0.284323944834254,-0.2208704565012044,-0.07111739138259347,-0.03214979293952913
5,0.25,-0.014826571675233602,-0.3953732127433178,1.9520748827320293,-0.0005734924814140285,-1.5591515855061209,-0.013031629407236789,0.448603597796585,0.16349894085168143,0.601198665299296,3.126916281788099,-0.011342343666141855,1.5691971975775485,151.03062042113703,70.44098070249979,125.52038219367428,44.84131011290921,100.22039592421318,70.55866545913541,125.78632877815035,96.30424929938668,149.0,145.0,125.0,121.0,101.0,145.0,125.0,169.0,-0.18522116302140226,0.013257930222565594,-0.2576178063257218,-0.35868988709079286,-0.049981809385235915,-0.19680173768366974,-0.052956936135354626,0.31615406129144924
6,0.30000000000000004,-0.018329758188239786,-0.3961520461089876,1.9497863685177048,-0.0004697646715965398,-1.556456047356682,-0.016080692435717747,0.44898732811789593,0.16217933649692443,0.6030889016070857,3.123873494569508,-0.013945461532815819,1.5688237997342755,150.89111955363794,70.95145566664786,125.70677940462772,46.24289879266991,100.49374441153442,71.79178178736457,126.11535000979346,97.10022518779353,149.0,145.0,125.0,121.0,101.0,145.0,125.0,169.0,-0.34194817544573586,-0.40711007040393277,-0.16569023099980473,-0.08503643000215422,-0.06787175008172866,0.07258986817266058,0.21535000979345786,0.20022518779351572
7,0.35000000000000003,-0.02141273322933701,-0.3970742862024079,1.9479313245230037,-0.000715712264873769,-1.554043882751718,-0.018978055431621232,0.44922382513325354,0.16102324186908618,0.6047874021246707,3.120762357001151,-0.016246400244812886,1.5687307784195086,151.32520106775146,72.18901706956635,126.02870287774756,47.303491560946554,100.95137565092736,72.42233580659368,126.18576146773877,97.59790812767835,149.0,145.0,125.0,121.0,101.0,145.0,125.0,169.0,0.16222320054825998,-0.04438333284814378,0.14322230515042525,-0.09528144518840882,0.2079947955302083,-0.2579085925916612,0.18576146773877178,-0.14557884626953685
8,0.4,-0.02433010288198334,-0.39739274196786933,1.9458032723728085,-0.0008790997879986051,-1.5517768381171262,-0.02153484882033796,0.44973163897556095,0.15992281859410515,0.6063931524106749,3.1180634860206227,-0.018400543554436485,1.5684660618735864,151.2539008919001,73.64847663810923,126.02456434906118,47.94354698389419,100.95620870672259,74.0270893291166,125.99051540560062,98.36247438277455,149.0,145.0,125.0,121.0,101.0,145.0,125.0,169.0,0.09026452826372375,0.4909008805334712,0.1297189882364333,-0.534803531569732,0.08583833635222851,0.4036325389931436,-0.023512650511600716,-0.11648353305710893
9,0.45,-0.02700044829374315,-0.398105461783516,1.9440337801938545,-0.0012905438815153936,-1.5496553735192569,-0.02396928449459157,0.44999910138979027,0.15892336864396736,0.607960019244065,3.1150731366310174,-0.020391590931906182,1.5683398045472878,150.64796309603557,74.49815922230232,126.2564878717455,49.48313511968086,100.98561505017128,74.1930596949337,125.81332951109925,99.20186423701223,149.0,145.0,125.0,121.0,101.0,145.0,125.0,169.0,-0.4882157657530475,0.44531369384703445,0.23978641036763068,0.0029681050670802623,-0.03309596853973414,-0.32461182273782785,-0.2534721083339409,0.0034836702106107037
10,0.5,-0.03020278414624622,-0.3987320983803455,1.9422508068971007,-0.0016313155765672605,-1.5472757095232152,-0.02661162067216649,0.450376507244468,0.15770647282693107,0.6094903894302068,3.1122047525082013,-0.02262508573886499,1.5679050038349776,151.71159678987286,74.74735020327951,125.90070010666332,50.28776271952792,100.87390886641094,75.42693952568233,125.79812021992501,100.15609024902649,149.0,145.0,125.0,121.0,101.0,145.0,125.0,169.0,0.586852413594713,-0.219929960319682,-0.09929989333667245,-0.21223728047208332,-0.29763925074387726,-0.03540357055197213,-0.313896073354009,0.09499045269248127
11,0.55,-0.031661866616210066,-0.3983970259145022,1.9401606741522768,-0.002121739415568591,-1.5458824553710313,-0.028031295112486365,0.45098626459970104,0.15717063800492417,0.6108183578041815,3.109890320713784,-0.023907109765046283,1.56796169554171,151.38409953507997,75.39431025914003,125.73606421570369,51.197705508289864,101.33925848544719,76.18956025062724,126.35186434416882,100.8197196291671,149.0,145.0,125.0,121.0,101.0,145.0,125.0,169.0,0.2421242264379809,-0.4246197820122351,-0.392087044800509,-0.19305079423113766,-0.003178489342728132,-0.07304479138955834,0.16743811466063088,-0.04708364952142713
12,0.6000000000000001,-0.03414042584704591,-0.39837591510643033,1.9381068021004166,-0.0023214607181261115,-1.5438666182272849,-0.03036115259512684,0.45156533004244875,0.1562331203627438,0.6122307942376932,3.1075410536764414,-0.02577752368916314,1.5679342232955975,151.0122365382272,76.10568893929715,126.10795097310492,52.55449129528426,101.29307046983473,76.80369934460835,125.94114130357941,101.6151452620309,149.0,145.0,125.0,121.0,101.0,145.0,125.0,169.0,-0.18984679510612665,-0.45472772736951644,-0.07213377265778716,0.20915231223341163,-0.17726851321612247,-0.289520994374695,-0.37552536308724316,0.042228595364219544
13,0.65,-0.036050034949500986,-0.3984395142899011,1.9364893293530692,-0.002991830716648103,-1.5422679458636521,-0.032180412046883156,0.45202224054938406,0.15551351243476147,0.613437142429066,3.1050900807444957,-0.027233914768734113,1.567962565140227,151.43057048905513,77.46488507525049,126.82095274706943,53.21934441462908,101.49222858398024,78.19349397682741,126.74569593785615,102.44726119316995,149.0,145.0,125.0,121.0,101.0,145.0,125.0,169.0,0.22554956855306293,0.029738631735858757,0.5805272151545379,-0.04235771303049983,-0.10905073371699922,0.304368177253851,0.31742150958171533,0.11462086052960979
14,0.7000000000000001,-0.03811789643698216,-0.39858150837325823,1.9348000524354907,-0.003520405924580583,-1.5405592518419793,-0.03413593490752653,0.4524533795618987,0.15473337182960145,0.6147125295708987,3.1026171349437948,-0.02878546384932124,1.5679806036683788,151.04678371924848,78.0965233869897,126.23983848850891,54.184474199306116,101.06220322381586,78.29405498232495,126.13859573020991,102.81507829755658,149.0,145.0,125.0,121.0,101.0,145.0,125.0,169.0,-0.11673829333013756,-0.11102378282161435,-0.12869599424970415,0.03792247516818613,-0.6664292548166251,-0.39825270998274925,-0.34350953294797576,-0.2501848603381491
15,0.75,-0.04010218777048813,-0.39775828384721335,1.932570869438858,-0.0037991671866852705,-1.5389232239029127,-0.035770408327482794,0.45335694328709886,0.1539650680940989,0.615896170112445,3.100829330044254,-0.03029291082027567,1.5677450644881128,151.12857762031575,79.17977855234177,126.56806692740699,55.010424646466944,102.05485353451493,79.52502995982209,126.06506810975083,103.81145688095587,149.0,145.0,125.0,121.0,101.0,145.0,125.0,169.0,-0.015172379684256995,0.19227855234176913,0.13763214479828545,0.10172899429303076,0.20324063128912084,0.011051465198436543,-0.4780897849860109,0.05987793358745241
