,t,q_1,q_2,q_3,q_4,q_5,q_6,camera_x,camera_y,camera_z,camera_roll,camera_pitch,camera_yaw,f_1,f_2,f_3,f_4,f_5,f_6,f_7,f_8,desired_f_1,desired_f_2,desired_f_3,desired_f_4,desired_f_5,desired_f_6,desired_f_7,desired_f_8
0,0.0,9.298324584960938e-06,-0.39263248443603516,1.963494062423706,7.200241088867188e-05,-1.5707952976226807,2.384185791015625e-07,0.4463264048099518,0.16906212270259857,0.5921618342399597,-3.141307778251266,0.00012221750102738726,1.5708379755145234,151.4127579737336,65.55722326454034,125.41947565543072,39.58052434456929,99.43609022556392,65.56390977443608,125.41275797373358,91.55722326454034,149.0,145.0,125.0,121.0,101.0,145.0,125.0,169.0
1,0.05,7.915496826171875e-05,-0.3928499221801758,1.9618632793426514,3.504753112792969e-05,-1.5706441402435303,6.270408630371094e-05,0.4463805854320526,0.16910871863365173,0.5933746099472046,3.13998760294264,-3.0148367461570097e-05,1.5708453462323089,151.39080459770116,66.12260536398468,125.45801526717557,40.232824427480914,99.55854126679462,66.13435700575816,125.5,92.0,149.0,145.0,125.0,121.0,101.0,145.0,125.0,169.0
2,0.1,0.0001232624053955078,-0.39304423332214355,1.9602749347686768,-3.314018249511719e-05,-1.570481538772583,9.560585021972656e-05,0.4464467763900757,0.1691451370716095,0.5945497751235962,3.138134334275532,-0.0001939558364637942,1.5708567794591966,151.36520076481835,66.72848948374761,125.52417794970987,40.90522243713733,99.70419847328245,66.63931297709924,125.55407969639468,92.51992409867172,149.0,145.0,125.0,121.0,101.0,145.0,125.0,169.0
3,0.15000000000000002,0.00011348724365234375,-0.39326047897338867,1.9587719440460205,-0.0001628398895263672,-1.5702927112579346,0.00011801719665527344,0.4465083181858063,0.16916032135486603,0.5956820845603943,3.1362856366296343,-0.0003825966102515322,1.5708268079325955,151.39113680154142,67.18111753371869,125.5,41.5,99.78143133462282,67.22823984526113,125.55684007707129,92.97687861271676,149.0,145.0,125.0,121.0,101.0,145.0,125.0,169.0
4,0.2,0.0001704692840576172,-0.3934147357940674,1.9572532176971436,-0.0002903938293457031,-1.5701429843902588,0.0001423358917236328,0.4465878903865814,0.16920149326324463,0.596797525882721,3.1344858828421738,-0.0005323205437507009,1.5708616277012695,151.36679536679537,67.81467181467181,125.5484496124031,42.08914728682171,99.927734375,67.71484375,125.64807692307693,93.40384615384616,149.0,145.0,125.0,121.0,101.0,145.0,125.0,169.0
5,0.25,0.00011730194091796875,-0.3936009407043457,1.9558203220367432,-0.00046706199645996094,-1.5699341297149658,0.0001227855682373047,0.44666507840156555,0.16919903457164764,0.5978745222091675,3.1326900641752258,-0.0007417998005571771,1.5708308420235972,151.2976653696498,68.23540856031128,125.68493150684931,42.83170254403131,100.0,68.310546875,125.61013645224172,93.9317738791423,149.0,145.0,125.0,121.0,101.0,145.0,125.0,169.0
6,0.30000000000000004,0.00024628639221191406,-0.3937060832977295,1.9544203281402588,-0.0007138252258300781,-1.5698421001434326,0.00019931793212890625,0.44675299525260925,0.16926710307598114,0.5989008545875549,3.130938812511115,-0.0008345336996256284,1.5708855994215987,151.29019607843136,68.82941176470588,125.7707509881423,43.298418972332016,100.07128712871287,68.85148514851485,125.775390625,94.33984375,149.0,145.0,125.0,121.0,101.0,145.0,125.0,169.0
7,0.35000000000000003,0.0002951622009277344,-0.39383673667907715,1.9530613422393799,-0.0009722709655761719,-1.5697033405303955,0.00022268295288085938,0.4468374252319336,0.16930370032787323,0.5999119877815247,3.129191590925437,-0.0009733786806801927,1.5709148580412935,151.27272727272728,69.28260869565217,125.81636726546907,43.91816367265469,100.16370808678501,69.31163708086785,125.76725838264299,94.83629191321499,149.0,145.0,125.0,121.0,101.0,145.0,125.0,169.0
8,0.4,0.00037550926208496094,-0.3939528465270996,1.951747179031372,-0.0012733936309814453,-1.5695888996124268,0.00026917457580566406,0.44692227244377136,0.16935189068317413,0.600891649723053,3.1274596213560115,-0.0010890122598201013,1.5709520100029815,151.24850894632206,69.87872763419483,125.81386138613861,44.51485148514851,100.26984126984127,69.86507936507937,125.83596837944664,95.20750988142292,149.0,145.0,125.0,121.0,101.0,145.0,125.0,169.0
9,0.45,0.00039005279541015625,-0.3940408229827881,1.9504644870758057,-0.0015881061553955078,-1.5694382190704346,0.00027298927307128906,0.44702818989753723,0.16937391459941864,0.6018385291099548,3.125774951660654,-0.0012394799655027103,1.5709674958981508,151.21713147410358,70.2808764940239,125.86947791164658,45.06425702811245,100.38047808764941,70.27290836653387,125.87848605577689,95.77689243027888,149.0,145.0,125.0,121.0,101.0,145.0,125.0,169.0
