,t,q_1,q_2,q_3,q_4,q_5,q_6,camera_x,camera_y,camera_z,camera_roll,camera_pitch,camera_yaw,f_1,f_2,f_3,f_4,f_5,f_6,f_7,f_8,desired_f_1,desired_f_2,desired_f_3,desired_f_4,desired_f_5,desired_f_6,desired_f_7,desired_f_8,noise_1,noise_2,noise_3,noise_4,noise_5,noise_6,noise_7,noise_8
0,0.0,9.361875081825843e-06,-0.3926333301083327,1.9634954084936185,7.252088425691028e-05,-1.5707955582218611,2.220446049250313e-15,0.4463258536086648,0.16906234102687412,0.592161801541222,-3.141307158888575,0.00012241039484984628,1.5708380808617421,151.05680171461992,65.33125101459177,120.48293339638053,44.09022942430376,99.61686642657749,65.28622076991928,130.1131175287212,87.11150283445855,149.0,145.0,125.0,121.0,101.0,145.0,125.0,169.0,-0.3559562591136578,-0.22597224994857068,-4.9365422590501895,4.509705079734469,0.18077620101356612,-0.2776890045168014,4.700359554987641,-4.44572043008179
1,0.05,-0.0035712834841321595,-0.391126224623485,1.9609526511304214,0.0019895478829945468,-1.568410076683442,-0.00325092953147621,0.44767624849427823,0.16767088913125677,0.5930003162593886,-3.140425907374691,-0.0022750503910919455,1.5705013121944262,151.68495697112883,65.92838420271995,120.65489745452038,39.776718177490864,104.6140204641673,65.71152848273947,125.58198762472513,92.06447334340656,149.0,145.0,125.0,121.0,101.0,145.0,125.0,169.0,0.3159321145322776,0.039282864287828435,-4.753148522491109,-0.22328182250913808,5.114020464167295,-0.28847151726053366,0.16707366679014607,0.19258041797634876
2,0.1,-0.005339666800896925,-0.39352574104720883,1.9629122435033652,-7.79368796930413e-05,-1.5673143946435735,-0.005187273113723467,0.4468573319113417,0.1669806069665203,0.5929639762259789,3.140231846824001,-0.0033600864711689775,1.5706774143524032,146.48967502543604,66.3773666677944,125.85560013567756,40.70778552019789,94.84670178894201,66.45745505612777,125.02177678950761,92.15216161168964,149.0,145.0,125.0,121.0,101.0,145.0,125.0,169.0,-4.871701647604099,0.2244029966662954,0.45065716989808824,0.42071327685187887,-4.611313478233561,0.22463062864685188,-0.3931371684273667,0.024054537119847216
3,0.15000000000000002,-0.0051117665200615114,-0.39312872007723954,1.9613388205252926,0.0002352667940770381,-1.5672859465068791,-0.004881638630453544,0.44712793729069583,0.16709149233290388,0.59382322321515,3.139367796045022,-0.0033790263545559144,1.570605526220995,151.1270315352072,66.33596626615359,120.31951194154009,45.58613386086251,99.67939886780908,67.0008308580423,125.48416725573611,92.37357141126574,149.0,145.0,125.0,121.0,101.0,145.0,125.0,169.0,-0.21766543448977144,-0.19054888536156117,-5.116434521175021,4.807931183998263,0.16326983555102592,0.4144930971314795,0.004016027002655349,-0.07255335243935433
4,0.2,-0.0066749272101467305,-0.39250892292143913,1.959795389862279,0.0009305202041547389,-1.5661596711427128,-0.006566614689529793,0.44775722619049924,0.16649019253487587,0.5945147889352479,3.1391320253907296,-0.004501644780994604,1.5707297351198257,151.32484200796503,66.85804743355708,120.52858975140053,40.75865790716953,99.95304371090772,66.7232528575643,125.82041983992923,88.16660250428131,149.0,145.0,125.0,121.0,101.0,145.0,125.0,169.0,-0.0647933087335994,-0.044063890819120134,-4.934730711919925,-0.31470116618954014,0.3615215529115737,-0.2208704565012044,0.3424927765894925,-4.622265058098714
5,0.25,-0.008563168565767665,-0.39216659971153556,1.9584280833327181,0.001502535871430677,-1.564844856425883,-0.008345480881868372,0.44830031330246434,0.16575997733552578,0.5952256097873846,3.138661542398347,-0.00581065950592567,1.5706250578039027,151.3738844797608,71.8164845020218,125.1165559357705,41.43544853774714,104.92289382282819,67.13267803110246,120.31003404175313,92.828898503361,149.0,145.0,125.0,121.0,101.0,145.0,125.0,169.0,-0.018835826752630243,4.605756532673142,-0.3834440642294892,-0.06455146225286111,5.219618292963062,-0.19680173768366974,-5.165881179826845,-0.22312461802627048
6,0.30000000000000004,-0.008368261015162304,-0.3941898678692968,1.9607483242658192,-0.0015728255530311763,-1.5651021816617652,-0.007000203535146632,0.44739874614998437,0.16584344232143705,0.5948874043765155,3.135884620090646,-0.005532519217785555,1.5694925491150638,150.96535798755775,67.51325793022257,125.54758473588048,37.09752241994248,99.90540425881014,67.70335909894189,125.3724772548889,93.21450412675453,149.0,145.0,125.0,121.0,101.0,145.0,125.0,169.0,-0.18522116302140226,0.013257930222565594,0.11901330730904609,-4.776994954574894,0.274635028040903,0.07258986817266058,-0.07111739138259347,-0.03214979293952913
7,0.35000000000000003,-0.008125590068135402,-0.3957162857692209,1.9606987542992425,-0.0024464952669163154,-1.565112007687186,-0.007028302677285936,0.4467363016693803,0.1659584402664436,0.5956996614565195,3.1334285781341946,-0.005503513640343251,1.5697784105302386,150.8944859330814,67.4746728753325,125.27408674513104,42.21763294669257,99.94645986716435,67.73044092197145,125.40665844848003,94.04115406129144,149.0,145.0,125.0,121.0,101.0,145.0,125.0,169.0,-0.34194817544573586,-0.40711007040393277,-0.17272176550724552,0.03774900085118083,0.284323944834254,-0.2579085925916612,-0.052956936135354626,0.31615406129144924
8,0.4,-0.00807067459377242,-0.3960654442416329,1.9599334237829815,-0.00279197521882546,-1.5650222356465262,-0.007102099038061027,0.4466749302765395,0.16599130347606578,0.5964119353948679,3.131970705683522,-0.005582929439253644,1.569915642176576,151.37469883407653,68.21097729093353,120.44488000460112,42.415189255209405,104.74755019744528,68.83359362848731,125.71535000979345,94.15371355988654,149.0,145.0,125.0,121.0,101.0,145.0,125.0,169.0,0.16222320054825998,-0.04438333284814378,-4.99566580436575,-0.35868988709079286,4.885682493165124,0.4036325389931436,0.21535000979345786,0.20022518779351572
9,0.45,-0.00997537767602541,-0.39908618525549766,1.9625223456466,-0.005538072963603202,-1.5638380922467165,-0.009425535612273439,0.44559488198672653,0.16525342177279953,0.5962899107343803,3.1287651341513043,-0.006717998595841699,1.5703660036390668,151.23533222652293,69.01507883024334,125.25280325089108,42.959885444997845,99.82306506561477,68.36288817726218,125.68576146773877,98.75188896866504,149.0,145.0,125.0,121.0,101.0,145.0,125.0,169.0,0.09026452826372375,0.4909008805334712,-0.22571237410891898,-0.08503643000215422,-0.049981809385235915,-0.32461182273782785,0.18576146773877178,4.6013098180858965
10,0.5,-0.01030167154987005,-0.40050800043055546,1.9618835057339874,-0.005929620512157285,-1.5634611137097183,-0.009674071672757023,0.4450787171542769,0.16515062132263628,0.5973993280085724,3.126304780525191,-0.007067308424480878,1.5703111418847178,150.65774084174203,69.488706198778,130.57153064435596,38.946613681788364,95.19643485525232,69.11311128093317,130.1661764350296,94.62830029603064,149.0,145.0,125.0,121.0,101.0,145.0,125.0,169.0,-0.4882157657530475,0.44531369384703445,5.046972687577952,-4.843170208191994,-4.732278016034806,-0.03540357055197213,4.6067222439964555,-0.14557884626953685
11,0.55,-0.009369958734373185,-0.398100335347773,1.9569071846594959,-0.0028260778505435624,-1.563718465312264,-0.008833250079591348,0.44622266597834664,0.16553565485131708,0.5993769240724839,3.126858393761947,-0.006825019148273038,1.5703949864725604,151.69427428859473,69.32499191468033,125.40246124505768,49.90345426900379,100.02123716080935,69.60616312940252,125.5956279744884,94.9284383419429,149.0,145.0,125.0,121.0,101.0,145.0,125.0,169.0,0.586852413594713,-0.219929960319682,-0.2576178063257218,5.7236123717705825,-0.06787175008172866,-0.07304479138955834,-0.023512650511600716,-0.11648353305710893
12,0.6000000000000001,-0.009611690757561853,-0.3967750547819513,1.9552472777127692,-0.0024578194767665984,-1.5634937726643878,-0.00889710913593511,0.4470089506184169,0.1654430876379071,0.5998726040516958,3.126897356263431,-0.007048611677962995,1.5702196207301988,146.6156608532676,69.42229870705337,125.4803097690002,44.454718554811585,105.13403453855172,69.67071757421377,125.43611531799219,95.28639133229312,149.0,145.0,125.0,121.0,101.0,145.0,125.0,169.0,-4.50163536939641,-0.4246197820122351,-0.16569023099980473,-0.09528144518840882,5.022702530599438,-0.289520994374695,-0.2534721083339409,0.0034836702106107037
13,0.65,-0.009436200183601695,-0.3990192228414662,1.9577570193125675,-0.005790960315195992,-1.5636569760520516,-0.009219192976518187,0.44602019864997844,0.1655129587061728,0.5995306449096814,3.1238193779841135,-0.006850428838741763,1.5707375304563864,151.39520573737238,69.6625684952945,125.86035377925401,49.92659216742592,100.319771242636,70.50396897565705,125.39394706390088,95.79499045269249,149.0,145.0,125.0,121.0,101.0,145.0,125.0,169.0,0.2421242264379809,-0.45472772736951644,0.14322230515042525,5.0321698566689514,0.2079947955302083,0.304368177253851,-0.313896073354009,0.09499045269248127
14,0.7000000000000001,-0.009232344176493879,-0.3976650976689844,1.9561448854675225,-0.005543689518394235,-1.5637056570422834,-0.009046558079413458,0.44675209099720353,0.16559339068156717,0.5999976033159896,3.123815041581183,-0.006804604732025352,1.570767690181027,150.9138714045025,70.46026700746971,125.86225391837615,50.30065733021167,100.24331865131286,70.21592051836372,125.80735983677413,95.89420793560578,149.0,145.0,125.0,121.0,101.0,145.0,125.0,169.0,-0.18984679510612665,0.029738631735858757,0.1297189882364333,5.146964715441217,0.08583833635222851,-0.39825270998274925,0.16743811466063088,-0.04708364952142713
15,0.75,-0.009539786707998488,-0.39641310559160736,1.9545897741117555,-0.005273000638406522,-1.563452866126723,-0.009042269811358583,0.44751307829466735,0.16547355321564414,0.6004663809292794,3.123786267967965,-0.007058600277666929,1.5704595868502138,151.33732601565885,70.68937541877519,125.91181860352658,40.872401635592155,100.12458866219879,70.88729897018845,125.28786046368441,96.20758292607289,149.0,145.0,125.0,121.0,101.0,145.0,125.0,169.0,0.22554956855306293,-0.11102378282161435,0.23978641036763068,-4.628604400625152,-0.03309596853973414,0.011051465198436543,-0.37552536308724316,0.042228595364219544
16,0.8,-0.008737339473396055,-0.39690204871910284,1.9531442579078577,-0.005371503385359855,-1.5637468164710677,-0.00863196739365657,0.44729220189877983,0.16580809410838773,0.6016864371971307,3.1217501067242295,-0.0067531635244862795,1.570861792165745,151.01326170666985,71.37427855234178,130.75169725664153,45.52958278633771,100.00236074925613,71.10744411702387,120.53119797766124,96.76610600904446,149.0,145.0,125.0,121.0,101.0,145.0,125.0,169.0,-0.11673829333013756,0.19227855234176913,4.938819993060053,-0.534803531569732,-0.29763925074387726,-0.19655588297613377,-5.268802022338768,0.11462086052960979
17,0.8500000000000001,-0.0045967823175887546,-0.395192749654786,1.9512548133703573,-0.005907954809789118,-1.5662467289481654,-0.004647880744578448,0.4476570304437883,0.1674379717234994,0.6022757164024791,3.121074601514597,-0.004320593079254488,1.5709764821611132,151.18043640275087,71.63612613396484,125.74451349408726,41.527703787211735,100.40527221488263,71.08294326756932,126.14212270480084,102.059327433978,149.0,145.0,125.0,121.0,101.0,145.0,125.0,169.0,-0.015172379684256995,-0.008584444877481938,-0.09929989333667245,-4.902316496763922,-0.003178489342728132,-0.5790285634166044,0.31742150958171533,5.16490512322103
18,0.9,-0.00394697869170102,-0.3968589827583435,1.9496755684961453,-0.0061085470216859505,-1.5663647101296414,-0.004109993839481962,0.44691782238360206,0.16772178231466522,0.6041254563094133,3.1176218059873944,-0.004203660493858686,1.571099768981338,146.23960659320727,76.82461660827738,125.56531660631511,47.24434741541191,100.5419234059758,72.31211755386676,125.62871268927425,97.24981513966185,149.0,145.0,125.0,121.0,101.0,145.0,125.0,169.0,-4.931419563734381,4.623409364816613,-0.392087044800509,0.0029681050670802623,-0.17726851321612247,0.033329675078868,-0.34350953294797576,-0.2501848603381491
