,t,q_1,q_2,q_3,q_4,q_5,q_6,camera_x,camera_y,camera_z,camera_roll,camera_pitch,camera_yaw,f_1,f_2,f_3,f_4,f_5,f_6,f_7,f_8,desired_f_1,desired_f_2,desired_f_3,desired_f_4,desired_f_5,desired_f_6,desired_f_7,desired_f_8
0,0.0,9.298324584960938e-06,-0.39263248443603516,1.963494062423706,7.200241088867188e-05,-1.5707952976226807,2.384185791015625e-07,0.4463264048099518,0.16906212270259857,0.5921618342399597,-3.141307778251266,0.00012221750102738726,1.5708379755145234,151.4127579737336,65.55722326454034,125.41947565543072,39.58052434456929,99.43609022556392,65.56390977443608,125.41275797373358,91.55722326454034,125.0,121.0,101.0,145.0,125.0,169.0,149.0,145.0
1,0.05,-0.00020241737365722656,-0.3858320713043213,1.9672815799713135,-0.009199380874633789,-1.5790927410125732,-0.005040168762207031,0.45008981227874756,0.16808126866817474,0.587547242641449,-3.1399117706956576,0.008416895053741701,1.5756788776950983,149.82584269662922,66.26779026217228,123.79252336448599,39.79252336448598,97.40968342644321,65.74674115456239,123.56505576208178,92.34758364312268,125.0,121.0,101.0,145.0,125.0,169.0,149.0,145.0
2,0.1,-0.00012254714965820312,-0.3869462013244629,1.9693939685821533,-0.010621786117553711,-1.5814344882965088,-0.0041217803955078125,0.4494744539260864,0.16788610816001892,0.586786150932312,-3.140350816014971,0.010759526552938882,1.5748407259012724,149.29588014981275,66.0692883895131,123.27323420074349,39.60408921933085,96.71217712177122,65.61808118081181,122.94280442804428,92.1309963099631,125.0,121.0,101.0,145.0,125.0,169.0,149.0,145.0
3,0.15000000000000002,0.000324249267578125,-0.3884453773498535,1.971864938735962,-0.012150287628173828,-1.5837252140045166,-0.002777576446533203,0.4485836923122406,0.16786378622055054,0.5859676003456116,-3.1409374722871006,0.013051975801303581,1.5739402178278927,148.7289719626168,65.72897196261682,122.58627087198516,39.33580705009276,96.30202578268877,65.40147329650092,122.4574074074074,91.71851851851852,125.0,121.0,101.0,145.0,125.0,169.0,149.0,145.0
4,0.2,0.0006921291351318359,-0.3907017707824707,1.9754998683929443,-0.014090538024902344,-1.5860273838043213,-0.0012936592102050781,0.4472856819629669,0.16780558228492737,0.5847305059432983,-3.141520657646557,0.015356210612911024,1.5728173829470018,148.33766233766235,65.33766233766234,122.12407407407407,38.79259259259259,95.63235294117646,64.87132352941177,121.87962962962963,91.39074074074074,125.0,121.0,101.0,145.0,125.0,169.0,149.0,145.0
5,0.25,0.0015521049499511719,-0.3942286968231201,1.9806396961212158,-0.01628899574279785,-1.5887205600738525,0.0011878013610839844,0.445187509059906,0.16793367266654968,0.5830641388893127,3.141031220650794,0.01805051146820708,1.5711860492608227,147.66605166051662,64.50738007380073,121.37269372693727,37.8690036900369,94.96357012750455,64.16575591985428,121.41881918819188,90.68081180811808,125.0,121.0,101.0,145.0,125.0,169.0,149.0,145.0
6,0.30000000000000004,0.003812551498413086,-0.4044020175933838,1.994170904159546,-0.017844438552856445,-1.5939037799835205,0.0075647830963134766,0.43883758783340454,0.1684456169605255,0.5785732269287109,-3.1405264772713286,0.023248722266276542,1.5671102131976051,146.67948717948718,61.353479853479854,120.16036036036036,34.556756756756755,93.47227191413238,61.06440071556351,120.33514492753623,87.80253623188406,125.0,121.0,101.0,145.0,125.0,169.0,149.0,145.0
7,0.35000000000000003,0.0036704540252685547,-0.4030601978302002,1.9921295642852783,-0.018296003341674805,-1.594123125076294,0.007405757904052734,0.43974775075912476,0.16835616528987885,0.5794125199317932,3.141525400408465,0.023451649792583972,1.5670962483163762,146.6965265082267,61.9926873857404,120.09584086799276,35.31826401446654,93.5072202166065,61.75451263537906,120.36313868613139,88.45985401459853,125.0,121.0,101.0,145.0,125.0,169.0,149.0,145.0
8,0.4,0.0035123825073242188,-0.401914119720459,1.9902174472808838,-0.018697738647460938,-1.5943305492401123,0.007312297821044922,0.4405563175678253,0.16826124489307404,0.5802457928657532,3.1403709882726565,0.023645367609209912,1.5670010933642686,146.5414364640884,62.55616942909761,120.0,36.0,93.47186932849365,62.40834845735027,120.16817359855335,89.03435804701627,125.0,121.0,101.0,145.0,125.0,169.0,149.0,145.0
9,0.45,0.0035452842712402344,-0.4009213447570801,1.9884684085845947,-0.019155025482177734,-1.5944797992706299,0.00749969482421875,0.44124168157577515,0.1682644635438919,0.5810467600822449,3.1391518639841247,0.023785121902432448,1.5668176314140436,146.49261992619927,63.33394833948339,119.92700729927007,36.67153284671533,93.48021582733813,63.07913669064748,120.22752293577982,89.59633027522936,125.0,121.0,101.0,145.0,125.0,169.0,149.0,145.0
10,0.5,0.0034711360931396484,-0.4002847671508789,1.9869825839996338,-0.019681215286254883,-1.5945918560028076,0.0076673030853271484,0.4417586326599121,0.16822364926338196,0.58183354139328,3.1377705804560385,0.023886113144895377,1.566543060518646,146.39591078066914,63.726765799256505,119.86296296296297,37.333333333333336,93.50182481751825,63.60766423357664,120.10036496350365,90.12591240875912,125.0,121.0,101.0,145.0,125.0,169.0,149.0,145.0
11,0.55,0.003615140914916992,-0.3997611999511719,1.9856712818145752,-0.02028656005859375,-1.594656229019165,0.008164405822753906,0.44217678904533386,0.16828687489032745,0.5825604796409607,3.136364003330955,0.023937787638765196,1.5661566044114774,146.3692022263451,64.3747680890538,119.90073529411765,37.92830882352941,93.51371115173674,64.27239488117002,120.22752293577982,90.59633027522936,125.0,121.0,101.0,145.0,125.0,169.0,149.0,145.0
