,t,q_1,q_2,q_3,q_4,q_5,q_6,camera_x,camera_y,camera_z,camera_roll,camera_pitch,camera_yaw,f_1,f_2,f_3,f_4,f_5,f_6,desired_f_1,desired_f_2,desired_f_3,desired_f_4,desired_f_5,desired_f_6
0,0.0,9.298324584960938e-06,-0.39263248443603516,1.963494062423706,7.224082946777344e-05,-1.5707952976226807,-2.384185791015625e-07,0.44632619619369507,0.1690625101327896,0.5921626687049866,-3.1413076666281032,0.00012220975734266807,1.5708383127210188,212.0,82.81939163498099,186.06118546845124,56.89866156787763,160.08365019011407,82.79657794676807,153.5,144.5,125.5,116.5,99.5,144.5
1,0.05,-0.05227947235107422,-0.44486284255981445,2.0158541202545166,0.05255389213562012,-1.518432855606079,-0.05236005783081055,0.4198979437351227,0.15218903124332428,0.5735349655151367,-3.091261841278165,-0.05474448589922107,1.568209257458125,223.34597156398104,59.36176935229068,195.41904761904763,31.504761904761907,166.93234323432344,60.364686468646866,153.5,144.5,125.5,116.5,99.5,144.5
2,0.1,-0.0026803016662597656,-0.3973047733306885,1.970069169998169,0.0002319812774658203,-1.5707952976226807,0.0,0.4438437819480896,0.16766266524791718,0.589842677116394,-3.139196699558609,0.00011070271836227784,1.5681681072073859,211.75375939849624,81.21804511278195,185.62452830188678,55.14716981132076,159.59252336448597,81.3981308411215,153.5,144.5,125.5,116.5,99.5,144.5
3,0.15000000000000002,0.049649953842163086,-0.3448796272277832,1.9177091121673584,-0.05205798149108887,-1.6231558322906494,0.052359819412231445,0.4701007902622223,0.1875554472208023,0.6073998808860779,3.0891027406646407,0.04981425862819154,1.5655460977719946,203.5695652173913,103.21739130434783,178.7680525164114,78.65426695842451,154.79331941544885,103.02505219206681,153.5,144.5,125.5,116.5,99.5,144.5
4,0.2,0.10198140144348145,-0.2924630641937256,1.8653509616851807,-0.06277585029602051,-1.6755149364471436,0.10471987724304199,0.4917515218257904,0.2102414071559906,0.6191103458404541,3.070252406395334,0.0977080599051984,1.5614190580249274,198.1531100478469,114.73923444976077,174.43198090692124,91.02147971360382,151.52455357142858,114.546875,153.5,144.5,125.5,116.5,99.5,144.5
5,0.25,0.1543123722076416,-0.31093907356262207,1.8129909038543701,-0.010333061218261719,-1.652940034866333,0.15707945823669434,0.46970611810684204,0.23697596788406372,0.6580570340156555,3.0504454551635964,0.06873347207017705,1.561682678875936,206.86827956989248,113.49462365591398,184.16042780748663,91.41176470588235,162.64194373401534,113.47826086956522,153.5,144.5,125.5,116.5,99.5,144.5
6,0.30000000000000004,0.1715531349182129,-0.2933785915374756,1.8136003017425537,-0.04178595542907715,-1.6868116855621338,0.17204809188842773,0.47807323932647705,0.24390342831611633,0.6527177691459656,3.030389315626387,0.09823938041434153,1.5595919671451695,202.88736263736263,119.90934065934066,180.2821917808219,97.78904109589041,159.07828282828282,119.80555555555556,153.5,144.5,125.5,116.5,99.5,144.5
7,0.35000000000000003,0.14499592781066895,-0.2852959632873535,1.8345305919647217,-0.0690908432006836,-1.6929662227630615,0.1601107120513916,0.48962894082069397,0.23105205595493317,0.6372640132904053,3.0324784594556458,0.10578797695778727,1.5443968964674146,199.31701030927834,120.99226804123711,175.9607329842932,98.58115183246073,154.51833740831296,121.47921760391198,153.5,144.5,125.5,116.5,99.5,144.5
8,0.4,0.12012815475463867,-0.2849588394165039,1.8462498188018799,-0.07967424392700195,-1.7033121585845947,0.14078378677368164,0.4952842891216278,0.21753911674022675,0.6305233240127563,3.034313716015057,0.11817448182208137,1.5378732213083521,193.44642857142858,121.62755102040816,169.85390428211588,99.09319899244332,148.19859813084113,122.46028037383178,153.5,144.5,125.5,116.5,99.5,144.5
9,0.45,0.1115574836730957,-0.32409143447875977,1.8894288539886475,-0.07590222358703613,-1.7120983600616455,0.15769648551940918,0.4734998941421509,0.2099190056324005,0.6204528212547302,3.038342923013331,0.12627105179375384,1.512380492476977,189.4396984924623,111.55025125628141,165.1757425742574,89.29950495049505,143.85185185185185,113.26851851851852,153.5,144.5,125.5,116.5,99.5,144.5
